pid,title,summary,dates,repository,collection
"umd:421101
","To Mary M. Brooke -- from Sarah Brooke Farquhar, 1848",Letter written by Sarah Brooke Farquhar to Mary M. Brooke in 1848.,1801-1900;1848,Historical Manuscripts,Brooke Family papers
"umd:421106
","To Mary Brooke Briggs Brooke with Brooke Family -- from Richard Brooke, 1840s","Letter written by Richard Brooke to Mary Brooke Briggs Brooke with the Brooke Family, circa 1840s.",1801-1900;1840-1850,Historical Manuscripts,Brooke Family papers
"umd:421109
","To Mary Brooke Briggs Brooke with Brooke Family -- from Charles H. Brooke, 1833-1850","Three letters written by Charles H. Brooke to Mary Brooke Briggs Brooke and the Brooke Family, dated August 12, 1833, and November 1850.",1801-1900;1833-08-12-1850-11,Historical Manuscripts,Brooke Family papers
"umd:421110
","To Hannah Briggs Brooke -- from Henry Briggs Brooke, 1849-1852","Thirteen letters written by Henry Briggs Brooke to Hannah Briggs Brooke from January 14, 1849 to August 5, 1852.",1801-1900;1849-01-14-1852-08-5,Historical Manuscripts,Brooke Family papers
"umd:424316
","To Henry Brooke -- from Anna Farquhar Brooke, 1877",One letter written by Anna Farquhar Brooke to Henry Brooke in 1877.,1801-1900;1877,Historical Manuscripts,Brooke Family papers
"umd:424320
","To Hannah Briggs Brooke -- from Eliza Brooke, 1850-1853","Three letters written by Eliza Brooke to Hannah Briggs Brooke from May 24, 1850 to March 9, 1853; one letter is not dated.",1801-1900;1850-05-1853-03,Historical Manuscripts,Brooke Family papers
"umd:424334
","To Henry Brooke -- from Eliza Brooke, 1871",One letter written by Eliza Brooke to Henry Brooke in 1871.,1801-1900;1871,Historical Manuscripts,Brooke Family papers
"umd:424339
","To Henry Brooke -- from Mary B. Brooke, 1877",Two letters written by Mary B. Brooke to Henry Brooke in 1877. First letter from May 5th 1877.,1801-1900;1877,Historical Manuscripts,Brooke Family papers
"umd:424344
","To Henry Brooke -- from Edith Farquhar, 1877",Two letters written by Edith Farquhar to Henry Brooke in 1877. First letter from May 3rd 1877.,1801-1900;1877,Historical Manuscripts,Brooke Family papers
"umd:424351
","To Henry Brooke -- from Eliza Farquhar, 1870","One letter written by Eliza Farquhar to Henry Brooke on September 25, 1870.",1801-1900;1870-09-25,Historical Manuscripts,Brooke Family papers
"umd:454996
","To Eliza Brooke -- from unknown senders, 1880s",Two letters written by unknown senders to Eliza Brooke in the 1880s.,1801-1900;1880-1890,Historical Manuscripts,Brooke Family papers
"umd:455020
","To Eliza Brooke with Frances -- from Brooke Stabler, 1891","One letter written by Brooke Stabler to Eliza Brooke with Frances on February 8, 1891.",1801-1900;1891-02-8,Historical Manuscripts,Brooke Family papers
"umd:458380
","To Mary Brooke Briggs Brooke with Richard Brooke -- from Deborah, 1825","Letter to Mary Brooke Briggs Brooke and Richard Brooke from Deborah, November 1825.",1801-1900;1825-11,Historical Manuscripts,Brooke Family papers
"umd:459466
","To Mary Brooke Briggs Brooke -- from unknown sender, circa 1820s","Letter to Mary Brooke Briggs Brooke from unknown sender, circa 1820s. Letter consists of a poem by Henry St. George Tucker and a message written in shorthand.",1801-1900;1820-1830,Historical Manuscripts,Brooke Family papers
"umd:459469
","To Mary Brooke Briggs Brooke -- from ""Sister"", circa 1840s","Letter to Mary Brooke Briggs Brooke from ""sister"", circa 1840s.",1801-1900;1840-1850,Historical Manuscripts,Brooke Family papers
"umd:459472
","To Mary Brooke Briggs Brooke -- from Margaret Judge, circa 1840s","Letter written by Margaret Judge to Mary Brooke Briggs Brooke, circa 1840s.",1801-1900;1840-1850,Historical Manuscripts,Brooke Family papers
"umd:459477
","To Mary Brooke Briggs Brooke -- from M. E. Hallowell, 1846-1850","Two letters written by M. E. Hallowell to Mary Brooke Briggs Brooke on November 26, 1846 and March 10, 1850.",1801-1900;1846-11-11;1850-03-10,Historical Manuscripts,Brooke Family papers
"umd:459486
","To Mary Brooke Briggs Brooke -- from Benjamin Hallowell, 1863-1868","Two letters written by Benjamin Hallowell to Mary Brooke Briggs Brooke on March 1, 1863 and January 31, 1868.",1801-1900;1863-03-1;1868-01-31,Historical Manuscripts,Brooke Family papers
"umd:459493
","To Mary Brooke Briggs Brooke -- from Charles Farquhar, circa 1840s","Letter written by Charles Farquhar to Mary Brooke Briggs Brooke, circa 1840s.",1801-1900;1840-04-11-1850,Historical Manuscripts,Brooke Family papers
"umd:459496
","To Mary Brooke Briggs Brooke -- from Margaret H. Brooke, 1851","Letter written by Margaret H. Brooke to her mother Mary Brooke Briggs Brooke on February 28, 1851.",1801-1900;1851-02-28,Historical Manuscripts,Brooke Family papers
"umd:460553
","To Meredith Green -- from Edith F. Brooke Green, 1903-1908",Three letters written by Edith F. Brooke Green to Meredith Green between 1903 and 1908.,1901-2000;1903-1908,Historical Manuscripts,Brooke Family papers
"umd:460560
","To Meredith Green -- from ""Grandma Green,"" 1904","A letter written by Meredith Green to ""Grandma Green"" circa 1904.",1901-2000;1904,Historical Manuscripts,Brooke Family papers
"umd:465960
","To Mary Brooke Briggs Brooke -- from Henry Briggs Brooke, 1847-1852","Twelve letters to Mary Brooke Briggs Brooke from her son Henry Briggs Brooke dated March 17, 1847, February 10, 1849, March 15, 1849, April 15, 1849, April 28, 1849, December 23, 1849, January 19, 1850, January 30, 1850, March 1, 1851, September 24, 1851, April 28, 1852, and June 17, 1852. A portion of the April 28, 1849 letter is written in shorthand.",1801-1900;1847-03-17-1852-06-17,Historical Manuscripts,Brooke Family papers
"umd:466988
","To Noah Webster -- from Charles Farquhar, 1830s",One letter written by Charles Farquhar to Noah Webster in the 1830s.,1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:466991
","To unknown recipients -- from B. P. Watrous, 1897","One letter written by B.P. Watrous to her daughter on February 18, 1897.",1801-1900;1897-02-18,Historical Manuscripts,Brooke Family papers
"umd:466994
","To Meredith Green -- from William F. Green, 1903-1908",Three letters written by William F. Green to Meredith Green between 1903 and 1908.,1901-2000;1903-1908,Historical Manuscripts,Brooke Family papers
"umd:467001
","To Meredith Green with Mary F. Green and Edith F. Brooke Green -- from ""Grandmother"" Anna Farquhar Brooke with Harriet, 1907",A letter written to Meredith Green with Mary F. Green and Edith F. Brooke Green by Anna Farquhar Brooke and Harriet in 1907.,1901-2000;1907,Historical Manuscripts,Brooke Family papers
"umd:470141
","To Mary Brooke Briggs Brooke -- from Eliza Brooke, 1853-1865","Three letters to Mary Brooke Briggs Brooke from her daughter Eliza Brooke dated October 25, 1853, July 15, 1865, and undated.",1801-1900;1853-10-25-1865-07-15,Historical Manuscripts,Brooke Family papers
"umd:470153
","To Mary Brooke Briggs Brooke -- from Charles H. Brooke, circa 1870s to 1880s","Two letters to Mary Brooke Briggs Brooke from her son, Charles H. Brooke, circa 1870s to 1880s. The first letter recounts a trip to New York City in which Charles saw P.T. Barnum's Bearded Lady.",1801-1900;1870-1890,Historical Manuscripts,Brooke Family papers
"umd:470158
","To Mary B. Brooke with Edith F. Brooke Green -- from Lillie, 1946","A letter to Mary B. Brooke and Edith F. Brooke from Lillie, dated January 16, 1946. The letter expresses condolences for a recent death.",1901-2000;1946-01-16,Historical Manuscripts,Brooke Family papers
"umd:470161
","To Mary B. Brooke with Edith F. Brooke Green -- from A. F. B. Kelly, circa 1920s","Letter to Mary B. Brooke and Edith F. Brooke Green from A.F.B. Kelly, circa 1920s. Letter is written on Johns Hopkins Hospital School for Nurses stationery.",1901-2000;1920-1930,Historical Manuscripts,Brooke Family papers
"umd:470164
","To Mary B. Brooke with Edith F. Brooke Green -- from Dell, October 5, 1954","Letter to Mary B. Brooke and Edith F. Brooke Green from Dell, dated October 5, 1954.",1901-2000;1954-10-5,Historical Manuscripts,Brooke Family papers
"umd:470167
","To Mary B. Brooke with Edith F. Brooke Green -- from Eliza Brooke, 1893","Letter to Mary B. Brooke and Edith F. Brooke Green from Eliza Brooke, dated March 12, 1893. The letter is written on two postal cards and is marked with an x to indicate where the letter continues on the second card. Postmark date: March 13, 1893.",1801-1900;1893-03-12,Historical Manuscripts,Brooke Family papers
"umd:470172
","To Mary B. Brooke with Edith F. Brooke Green -- from Charles H. Brooke with Jason Stabler, circa 1880s","Letter to Mary B. Brooke and Edith F. Brooke Green from Charles H. Brooke. Includes a note to Eliza from Jason Stabler on the back, circa 1880s.",1801-1900;1880-1890,Historical Manuscripts,Brooke Family papers
"umd:470175
","To Mary B. Brooke with Edith F. Brooke Green -- from Charles H. Brooke, January 24, 1897","Letter to Mary B. Brooke and Edith F. Brooke Green from Charles H. Brooke, dated January 24, 1897.",1801-1900;1897-01-24,Historical Manuscripts,Brooke Family papers
"umd:477807
","To Mary B. Brooke with Edith F. Brooke Green -- from Anna Farquhar Brooke, 1897-1915","Three letters to Mary B. Brooke and Edith F. Brooke Green from their mother, Anna Farquhar Brooke, dated January 25, 1897, January 29, 1897, and September 16, 1915.",1801-1900;1901-2000;1897-01-25-1915-09-16,Historical Manuscripts,Brooke Family papers
"umd:477816
","To Mary B. Brooke -- from unknown senders, 1942-1950","Two postal cards to Mary B. Brooke with Edith F. Brooke Green. One is a notice to appear before the local board of Montgomery County, Maryland, dated September 15, 1942 and signed by S. C. Cromwell. The other is an invitation for the Horticultural Society at ""Concord"" with the postmark date June 26, 1950.",1901-2000;1942-09-15-1950-06-26,Historical Manuscripts,Brooke Family papers
"umd:477821
","To Mary B. Brooke -- from Mary Strain, 1907","Letter to Mary B. Brooke from Mary Strain, dated December 30, 1907.",1901-2000;1907-12-30,Historical Manuscripts,Brooke Family papers
"umd:477828
","To Mary B. Brooke -- from ""cousin"" Sarah, 1914","Letter to Mary B. Brooke from ""cousin"" Sarah, dated August 14, 1914.",1901-2000;1914-08-14,Historical Manuscripts,Brooke Family papers
"umd:477833
","To Mary B. Brooke -- from Charles Roger McComas, 1909","Letter to Mary B. Brooke from Charles Roger McComas, dated December 5, 1909.",1901-2000;1909-12-5,Historical Manuscripts,Brooke Family papers
"umd:477838
","To Mary B. Brooke -- from John F. McCarthy, 1929-1934","Three letters to Mary B. Brooke from John F. McCarthy, dated January 10, 1929, December 6, 1930, and April 19, 1934.",1901-2000;1929-01-10-1934-04-19,Historical Manuscripts,Brooke Family papers
"umd:477853
","To Mary B. Brooke -- from Mandi, circa 1930s","Letter to Mary B. Brooke from Mandi, circa 1930s.",1901-2000;1930-1939,Historical Manuscripts,Brooke Family papers
"umd:477858
","To Mary B. Brooke -- from R. H. Lansdale, 1920","A note to Mary B. Brooke from R. H. Lansdale dated October 7, 1920.",1901-2000;1920-10-7,Historical Manuscripts,Brooke Family papers
"umd:477861
","To Mary B. Brooke -- from Mrs. C. S. Jones, 1893","Note to Mary B. Brooke from Mrs. C. S. Jones dated December 5, 1893. Message reads: ""Many thanks to the kind friends for their lovely present, which I appreciate very highly. Mrs. C. S. Jones.""",1801-1900;1983-12-5,Historical Manuscripts,Brooke Family papers
"umd:482322
","To Mary B. Brooke -- from ""Uncle"" Jim, 1906","Letter to Mary B. Brooke from ""Uncle"" Jim, dated May 10, 1906.",1901-2000;1906-05-10,Historical Manuscripts,Brooke Family papers
"umd:486616
","To Mary B. Brooke -- from Edith F. Brooke Green, 1884-1949","Thirty-three letters to Mary B. Brooke from her sister, Edith F. Brooke Green, circa 1884-1949. Many of the letters are written on reused paper from earlier letters, advertisements, envelopes, and other documents.",1801-1900;1901-2000;1884-1949,Historical Manuscripts,Brooke Family papers
"umd:489921
","To Mary B. Brooke -- from Edith F. Brooke Green, 1901-1949","Sixteen letters to Mary B. Brooke from her sister Edith F. Brooke Green, dated 03-30-1901, 11-15-1901, 11-29-1901, 01-16-1902, 10-08-1902, 01-30-1910, 03-27-1913, 02-08-1945, 06-19-1949, and undated.",1901-2000;1901-03-30-1949-07-19,Historical Manuscripts,Brooke Family papers
"umd:490282
","To Mary B. Brooke -- from Edith F. Brooke Green, 1884-1900","Twenty letters to Mary B. Brooke from her sister Edith F. Brooke Green, dated 07-02-1884, 11-21-1898, 11-18-1898, 11-28-1898, 01-10-1899, 09-09-1899, 01-19-1900, 01-31-1900, 05-23-1900, 05-30-1900, 06-06-1900, 08-09-1900, 08-16-1900, 09-28-1900, 10-27-1900, 10-30-1900, 12-25-1900, and undated. Some letters are written on postal cards, printed advertisements, and other reused paper.",1801-1900;1884-07-2-1900-12-25,Historical Manuscripts,Brooke Family papers
"umd:491357
","To Margaret Hallowell -- from Sarah Brooke Farquhar, 1840s","A letter written to Margaret Hallowell from Sarah Brooke Farquhar, circa 1840.",1801-1900;1840-1849,Historical Manuscripts,Brooke Family papers
"umd:491368
","To Dorothy Hopkins -- from Mary Willis, 1802","A letter written to Dorothy Hopkins from Mary Willis, circa 1802.",1801-1900;1802,Historical Manuscripts,Brooke Family papers
"umd:491372
","To Mrs. Kelly -- from Cleveland Abbe, 1896","A letter written to Mrs. Kelly from Cleveland Abbe on February 11, 1896.",1801-1900;1896-02-11,Historical Manuscripts,Brooke Family papers
"umd:495642
","To Richard Brooke -- from Henry Briggs Brooke, 1849",One letter written by Henry Briggs Brooke to Richard Brooke in 1849,1801-1900;1849,Historical Manuscripts,Brooke Family papers
"umd:495646
","To Richard Brooke -- from Mary Brooke Briggs Brooke, 1858","One letter written by Mary Brooke Briggs Brooke to Richard Brooke on November 2, 1858.",1801-1900;1858-11-2,Historical Manuscripts,Brooke Family papers
"umd:495649
","To Richard Brooke --from Charles Farquhar, 1838",One letter written by Charles Farquhar to Richard Brooke in 1838.,1801-1900;1838,Historical Manuscripts,Brooke Family papers
"umd:495653
","To Henry Brooke --from Brooke Stabler, 1876-1882","Four letters written by Brooke Stabler to Henry Brooke on November 2, 1876, September 2, 1881, September 3, 1882, and August 6, 1882.",1801-1900;1876-1882,Historical Manuscripts,Brooke Family papers
"umd:497721
","To Henry Briggs Brooke -- from Alice Bentley, 1849","Five letters written by Alice Bentley to Henry Briggs Brooke on October 2, 1849, November 15, 1849, and December 2, 1849. Two letters are undated.",1801-1900;1849,Historical Manuscripts,Brooke Family papers
"umd:505153
","To Mary B. Brooke -- from Raymond Ford, December 6, 1916","Letter to Mary B. Brooke from Raymond Ford of Thomas & Company, a Maryland wholesale and retail company dealing in grain, feed, flour, buggies, machinery, and fertilizers. The letter is dated December 6, 1916 and discusses a bill which was mistakenly sent to Mary Brooke. The margins and back of the letter were used as scratch paper to perform calculations.",1901-2000;1916-12-6,Historical Manuscripts,Brooke Family papers
"umd:505156
","To Mary B. Brooke -- from Arthur Farquhar, 1927","Letter to Mary B. Brooke from Arthur Farguhar, dated November 28, 1927.",1901-2000;1927-11-28,Historical Manuscripts,Brooke Family papers
"umd:505159
","To Mary B. Brooke -- from Anna Farquhar, January 3, 1902","Letter written by Anna Farquhar to Mary B. Brooke, dated January 3, 1902.",1901-2000;1902-01-3,Historical Manuscripts,Brooke Family papers
"umd:505163
","To Mary B. Brooke -- from J. O. and J. E. Dickinson, 1904","Letter written by J.O. and J.E. Dickinson, owners and proprietors of the Berkshire Inn in Atlantic City, New Jersey, to Mary B. Brooke regarding room reservations, dated May 30, 1904. The back of the letter contains hand written notes.",1901-2000;1904-05-30,Historical Manuscripts,Brooke Family papers
"umd:505166
","To Mary B. Brooke -- from Dick Dean, 1901","Letter written by Dick Dean to Mary B. Brooke on March 1, 1901 from the Irving Institute in Tarrytown, New York. The letter discusses ""the inauguration"" in Washington, which probably refers to the inauguration of President William McKinley on March 4, 1901.",1901-2000;1901-03-1,Historical Manuscripts,Brooke Family papers
"umd:505170
","To Mary B. Brooke -- from Amy Crance, 1929","Letter written by Amy Crance to Mary B. Brooke on December 8, 1929 in response to an ad.",1901-2000;1929-12-8,Historical Manuscripts,Brooke Family papers
"umd:505173
","To Mary B. Brooke -- from Henry Brooke, 1880",Letter written by Henry Brooke to his sister Mary B. Brooke in 1880.,1801-1900;1880,Historical Manuscripts,Brooke Family papers
"umd:506227
","To Mary B. Brooke -- from Charles H. Brooke, 1879","Postal card written by Charles H. Brooke to his daughter Mary B. Brooke, dated August 12, 1879. The postal card was sent from Newport, Rhode Island.",1801-1900;1879-08-12,Historical Manuscripts,Brooke Family papers
"umd:506230
","To Margaret Brooke (Magruder) -- from unknown sender, 1850","Letter to Margaret Brooke (Magruder) from an unknown sender, circa 1850.",1801-1900;1850,Historical Manuscripts,Brooke Family papers
"umd:506233
","To Margaret Brooke (Magruder) -- from Henry Briggs Brooke, 1849","Letter written by Henry Briggs Brooke to his sister, Margaret Brooke (Magruder) on January 27, 1849.",1801-1900;1849-01-27,Historical Manuscripts,Brooke Family papers
"umd:506238
","To Margaret Brooke (Magruder) -- from Eliza Brooke, 1850","Letter written by Eliza Brooke to her sister, Margaret Brooke (Magruder) on April 24,1850.",1801-1900;1850-04-24,Historical Manuscripts,Brooke Family papers
"umd:506243
","To John T. Brooke -- From R. B. Dorfen, 1815","Letter written by R. B. Dorfen to John T. Brooke on August 24, 1815 from London, England.",1801-1900;1815-08-24,Historical Manuscripts,Brooke Family papers
"umd:506248
","To John T. Brooke -- from Gerard Brooke, 1815","Letter written by Gerard Brooke in Baltimore, Maryland to his son, John T. Brooke in London, England, dated October 10, 1815.",1801-1900;1815-10-10,Historical Manuscripts,Brooke Family papers
"umd:506253
","To Mary F. Green -- from Alice Vedder Farquhar, circa 1950s","Letter written by Alice Vedder Farquhar to Mary F. Green regarding the death of Mary's mother, Edith F. Brooke Green, circa 1950s.",1901-2000;1950-1959,Historical Manuscripts,Brooke Family papers
"umd:506258
","To John T. Brooke -- from Richard Brooke, 1815","Letter written by Richard Brooke to his brother, John T. Brooke, on May 10, 1815.",1801-1900;1815-05-10,Historical Manuscripts,Brooke Family papers
"umd:509456
","To Henry Briggs Brooke -- from James Wethern, 1849","Letter written by James Wethern to Henry Briggs Brooke on July 28, 1849 regarding an employment opportunity for a teaching position.",1801-1900;1849-07-28,Historical Manuscripts,Brooke Family papers
"umd:509461
","To Henry Briggs Brooke -- from unknown senders, 1849","Five letters to Henry Briggs Brooke from H.T. Garrigues on November 7, 1849, Rebecca Turner on December 5, 1849, ""Uncle Joshua"" on an unknown date, ""A.A.T."" on an unknown date, and an unknown sender on August 19, 1849.",1801-1900;1849-08-19-1849-12-5,Historical Manuscripts,Brooke Family papers
"umd:509476
","To Henry Briggs Brooke -- from John Stabler, 1849","Three letters written by John Stabler to Henry Briggs Brooke on March 19,1849, November 4, 1849, and December 29, 1849.",1801-1900;1849-03-19-1849-12-29,Historical Manuscripts,Brooke Family papers
"umd:509489
","To Henry Briggs Brooke -- from James Stabler, 1849","Letter written by James Stabler to Henry Briggs Brooke on December 28, 1849.",1801-1900;1849-12-28,Historical Manuscripts,Brooke Family papers
"umd:509494
","To Henry Briggs Brooke -- from Edward Shippen, 1849","Two letters written by Edward Shippen to Henry Briggs Brooke, dated November 21, 1849 and undated.",1801-1900;1849,Historical Manuscripts,Brooke Family papers
"umd:509499
","To Henry Briggs Brooke -- from Lydia Pike, 1849","Three letters written by Lydia Pike to Henry Briggs Brooke, circa 1849.",1801-1900;1849,Historical Manuscripts,Brooke Family papers
"umd:509506
","To Henry Briggs Brooke -- from Benjamin P. Moon, 1850","Letter written by Benjamin P. Moon to Henry Briggs Brooke on February 4, 1850.",1801-1900;1850-02-4,Historical Manuscripts,Brooke Family papers
"umd:513903
","To Henry Briggs Brooke -- from Francis Miller, 1847-1850","Six letters written by Francis Miller to Henry Briggs Brooke on December 2, 1847, November 18, 1849, December 26, 1849, February 24, 1850, April 4, 1850, and June 29, 1850. The letter dated February 24, 1850 includes a note at the end from ""H.C.H."", possibly Henry C. Hallowell.",1801-1900;1847-12-2-1850-06-29,Historical Manuscripts,Brooke Family papers
"umd:519180
","To Henry Briggs Brooke -- from E. J. Miller, 1849-1850","Two letters written by E. J. Miller to Henry Briggs Brooke on January 24, 1849 and January 18, 1850.",1801-1900;1849-01-24-1850-01-18,Historical Manuscripts,Brooke Family papers
"umd:519189
","To Henry Briggs Brooke -- from Lottie, 1849","Letter to Henry Briggs Brooke from Lottie, dated October 1, 1849.",1801-1900;1849-10-1,Historical Manuscripts,Brooke Family papers
"umd:519194
","To Henry Briggs Brooke -- from Sally Lea, 1848","Letter written by Sally Lea to Henry Briggs Brooke on June 7, 1848.",1801-1900;1848-06-7,Historical Manuscripts,Brooke Family papers
"umd:519199
","To Henry Briggs Brooke -- from E. H. Hunt, 1849","Letter written by E. H. Hunt to Henry Briggs Brooke regarding the death of an acquaintance, circa 1849.",1801-1900;1849,Historical Manuscripts,Brooke Family papers
"umd:519202
","To Henry Briggs Brooke -- from H. P. Howard, 1849-1850","Six letters written by H. P. Howard to Henry Briggs Brooke on October 6, 1849, October 28, 1849, December 12, 1849, January 20, 1850, March 5, 1850, and May 17, 1850.",1801-1900;1849-10-6-1850-05-17,Historical Manuscripts,Brooke Family papers
"umd:526652
","To Richard Brooke -- from Joseph A. Johnson, 1824","One letter by Joseph A. Johnson to Richard Brooke on September 13th, 1824.",1801-1900;1824-09-13,Historical Manuscripts,Brooke Family papers
"umd:526656
","To Richard Brooke -- from Anthony (Merklear), 1820s",One letter from Anthony Merklear to Richard Brooke in 1820s.,1801-1900;1820-1829,Historical Manuscripts,Brooke Family papers
"umd:526659
","To Richard Brooke -- from Nelson Norris, 1824","One letter from Nelson Norris to Richard Brooke written on February 28, 1824.",1801-1900;1824-02-28,Historical Manuscripts,Brooke Family papers
"umd:526662
","To Richard Brooke with Brooke family -- from Mary Brooke Briggs Brooke, 1846-1850","Three letters written by Mary Brooke Briggs Brooke to Richard Brooke with Brooke Family on May 10, 1846, May 14, 1846, and April 12, 1850.",1801-1900;1846-1850,Historical Manuscripts,Brooke Family papers
"umd:526672
","To Richard Brooke with Brooke family -- from Benjamin Hallowell, 1852",One letter written by Benjamin Hallowell to Richard Brooke with family in 1852.,1801-1900;1852,Historical Manuscripts,Brooke Family papers
"umd:526675
","To Roger Brooke V -- from Mary P. Brooke, 1817","One letter written by Mary Pleasants Brooke to Roger Brooke V on May 25, 1817.",1801-1900;1817-05-25,Historical Manuscripts,Brooke Family papers
"umd:526679
","To Roger Brooke V -- from Joseph Dunlop, 1839",One letter written by Joseph Dunlop to Roger Brooke V in 1839.,1801-1900;1839,Historical Manuscripts,Brooke Family papers
"umd:526684
","To Roger Brooke V -- from Margaret Judge, 1830s",One letter written by Margaret Judge to Roger Brooke V in 1830s.,1801-1900;1830,Historical Manuscripts,Brooke Family papers
"umd:531929
","To Roger Brooke V -- from M. W. Pleasants, 1830s",One letter written by M. W. Pleasants to Roger Brooke V in the 1830s.,1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:531934
","To Roger Brooke V -- from Thomas L. Reese, 1827","One letter written by Thomas L. Reese to Roger Brooke V on May 26, 1827.",1801-1900;1827-05-28,Historical Manuscripts,Brooke Family papers
"umd:531938
","To Roger Brooke VI -- from Charles Farquhar, 1833","One letter written by Charles Farquhar to Roger Brooke V on April 28, 1833.",1801-1900;1833-04-28,Historical Manuscripts,Brooke Family papers
"umd:531941
","To Edward Chandlee -- from Deborah Briggs, 1833","One letter written by Deborah Briggs to Edward Chandlee on April 17, 1833.",1801-1900;1833-04-17,Historical Manuscripts,Brooke Family papers
"umd:531945
","To Rachel Ellicott with Sally Lea -- from Mary Brooke Briggs Brooke, 1841","One letter written by Mary Brooke Briggs Brooke to Rachel Ellicott and Sally Lea on May 2, 1841.",1801-1900;1841-05-2,Historical Manuscripts,Brooke Family papers
"umd:531948
","To Alice (V. Farquhar) -- from Brooke Stabler, 1888","One letter written by Brooke Stabler to Alice V. Farquhar on April 23, 1858.",1801-1900;1858-04-23,Historical Manuscripts,Brooke Family papers
"umd:531949
","To Sarah Brooke Farquhar -- from B.L. Dunlop, 1844","Two letters written by B.L. Dunlop to Sarah Brooke Farquhar from January 25th - December 13, 1844.",2001-2100;1844-01-25-1844-12-13,Historical Manuscripts,Brooke Family papers
"umd:531958
","To Charles Farquhar -- from Mary M. Brooke, 1820s-1830s",One letter written by Mary M. Brooke to Charles Farquhar on November 30 [1820s-1830s].,1801-1900;1820-1840,Historical Manuscripts,Brooke Family papers
"umd:531968
","To Charles Farquhar -- from Roger Brooke V, 1833-1836","Two letters written by Roger Brooke V to Charles Farquhar on March 15, 1833 and October 8, 1836.",1801-1900;1833-1836,Historical Manuscripts,Brooke Family papers
"umd:531974
","To Charles Farquhar -- from Caleb Brunnet, 1840","One letter written by Caleb Brunnet to Charles Farquhar on July 19, 1840.",1801-1900;1840,Historical Manuscripts,Brooke Family papers
"umd:531975
","To Sarah Brooke Farquhar -- from Roger Brooke VI with Mary Pleasants Brooke, circa 1830s","Two letters written to Sarah Brooke Farquhar from Roger Brook VI and Mary Pleasants Brooke, in 1830.",1801-1900;1830,Historical Manuscripts,Brooke Family papers
"umd:537275
","To Henry Briggs Brooke -- from Henry C. Hallowell, 1848-1849","Three letters written by Henry C. Hallowell to Henry Briggs Brooke on March 7, 1848, June 18, 1848, and January 14, 1849.",1801-1900;1848-03-7-1849-01-14,Historical Manuscripts,Brooke Family papers
"umd:537288
","To Henry Briggs Brooke -- from Eliza Brooke with M. E. Hallowell, 1850","Letter written by Eliza Brooke to her brother Henry Briggs Brooke with a portion written by M.E. Hallowell, circa 1850.",1801-1900;1850,Historical Manuscripts,Brooke Family papers
"umd:541627
","To Henry Briggs Brooke -- from Eliza Brooke with Mary Brooke Briggs Brooke, 1851","Two letters to Henry Briggs Brooke from his mother and sisters. The letter dated April 17, 1851 includes messages from his sister, Eliza Brooke, and his mother, Mary Brooke Briggs Brooke. The letter dated August 28, 1851 includes messages from his sisters, Margaret H. Brooke and Eliza Brooke, and from his mother, Mary Brooke Briggs Brooke.",1801-1900;1851-04-17-1851-08-28,Historical Manuscripts,Brooke Family papers
"umd:542729
","To Henry Briggs Brooke -- from Eliza Brooke , 1850","Letter written by Eliza Brooke to her brother Henry Briggs Brooke, circa 1850.",1801-1900;1850,Historical Manuscripts,Brooke Family papers
"umd:542732
","To Henry Briggs Brooke -- from Charles H. Brooke, 1851","Three letters written by Charles H. Brooke to his brother Henry Briggs Brooke on January 5, 1851, September 14, 1851, and December 26, 1851. The last letter recounts the death of their grandmother, Hannah Brooke.",1801-1900;1851-01-5-1851-12-26,Historical Manuscripts,Brooke Family papers
"umd:542743
","To Henry Briggs Brooke -- from Isaac Bond, 1849","Letter written by Isaac Bond to Henry Briggs Brooke on November 28, 1849 regarding the procurement of ink for use in a school.",1801-1900;1849-11-28,Historical Manuscripts,Brooke Family papers
"umd:553445
","To Sarah Brooke Farquhar -- from Roger Brooke VI,1830s","Letter written by Roger Brooke VI to his sister Sarah Brooke Farquhar, circa 1830s.",1801-1900;1830-1839,Historical Manuscripts,Brooke Family papers
"umd:553457
","To Sarah Brooke Farquhar -- from Roger Brooke V, with Mary Pleasants Brooke, Lizzy Briggs, and Mary M. Brooke, 1834","Letter to Sarah Brooke Farquhar from her father Roger Brooke V, her mother Mary Pleasants Brooke, and her sisters Lizzy Briggs and Mary M. Brooke, dated July 4, 1834.",1801-1900;1834-07-4,Historical Manuscripts,Brooke Family papers
"umd:553471
","To Sarah Brooke Farquhar -- from Roger Brooke V, 1833-1834","Four letters written by Roger Brooke V to his daughter Sarah Brooke Farquhar on June 12, 1833, July 1833, November 8, 1833, and May 26, 1834. Three of the letters include notations in pencil written by Sarah Brooke Farquhar's grandchildren.",1801-1900;1833-06-12-1834-05-26,Historical Manuscripts,Brooke Family papers
"umd:553493
","To Sarah Brooke Farquhar -- from Pattie Brooke, 1859","Letter written by Pattie Brooke to her aunt, Sarah Brooke Farquhar, on September 10, 1859.",1801-1900;1859-09-10,Historical Manuscripts,Brooke Family papers
